content,Gemini,Mistral
"toi nay co tran bong hay, qua nha xem ko?",0,1
"chúc mừng hoa nha, số điện thoại của bạn may mắn trúng giải thưởng trị giá 50 triệu từ shopee, click vào tinyurl.com/nhan-thuong để làm thủ tục nhận thưởng.",1,0
cùng nhau chinh phục 1-3 triệu/ngày chỉ bằng điện thoại! tham gia ngay nhóm bí mật: t.me/doanhnhan_khonggioihan,1,0
hãy ghé thăm quán cà phê mới tại sài gòn – mọi lắng lo sẽ tan biến. kết nối cùng tôi qua đường link: fb.com/coffeelover.sg.,1,0
"**công ty tnhh thịnh vượng toàn cầu** tuyển dụng nhân viên làm việc online linh hoạt. mức thu nhập hấp dẫn **1.200.000đ/ngày** (tùy theo năng suất). yêu cầu tối thiểu, không cần kinh nghiệm. hỗ trợ đào tạo toàn diện. **liên hệ ngay:** - **hotline/zalo:** 0988 777 666 - **website:** prosperglobal.vn/apply",1,0
"cần tuyển gấp nhân viên nhập liệu trực tuyến cho hệ thống shopee. mức lương hấp dẫn 750.000đ/ngày, chỉ cần điện thoại hoặc laptop. độ tuổi từ 20-60. liên hệ ngay qua facebook: nhansu.shopee247",1,0
"vietnamobile: qk 0865432109 da su dung dich vu qua 500,000 phut trong thang. nhan qua tang tri gia 500.000d bang cach goi lai so nay de xac nhan.",1,0
"công ty tnhh sunny tuyển gấp nhân viên online làm việc tại nhà. mức lương hấp dẫn 400k-1.3tr/ngày. độ tuổi từ 20-55, không yêu cầu kinh nghiệm. liên hệ ngay qua zalo: zalo.me/84389911223 hoặc gọi 84389911223",1,0
"**tập đoàn tài chính vn** cần tuyển 10 nhân viên làm việc online. lương hấp dẫn **1 triệu/ngày**. không yêu cầu kinh nghiệm hay bằng cấp, chỉ cần có điện thoại/computer. độ tuổi từ 22-65. hãy liên hệ ngay: - hotline: **0909.123.456** - zalo: zalo.me/84901234567",1,0
"bạn muốn tiến nhanh hơn chỉ với 10 triệu đồng? đăng ký ngay ứng dụng ""lợi nhuận vàng"" - chỉ cần 15 phút mỗi ngày, lợi nhuận 25-35% mỗi tuần! liên hệ zalo 0987654321",1,0
"làm việc tại nhà siêu lợi nhuận, nhận ngay 50 triệu chỉ trong 3 ngày. không cần vốn, không cần kinh nghiệm, chỉ cần điện thoại là đủ.",1,0
bo giao thong van tai: doanh nghiep xyz can bo sung giay to cho ho so cap phep kinh doanh so 18006699. han chot ngay mai. goi hotline 18006699 de duoc ho tro.,1,0
"hdbank: giao dich mua sam 5,000,000 vnd tu nuoc ngoai vua duoc thuc hien. neu qk khong xac nhan trong 1h, tai khoan se bi khoa bao ve.",1,0
"tiki tuyển cộng tác viên kiểm tra đơn hàng và viết review sản phẩm online. lương 1.000.000đ/ngày, thanh toán tức thì khi hoàn thành. độ tuổi 18-55. đăng ký ngay: bit.ly/tikicv88",1,0
"công ty tiki đang tuyển dụng cộng tác viên xử lý đơn hàng và chăm sóc khách hàng online. thu nhập 400k-1.2tr/ngày, linh hoạt giờ giấc. làm tại nhà, nhận lương chuyển khoản ngay. liên hệ: zalo.me/84945678901",1,0
"chào anh/chị! bên mình đang tuyển gấp cộng tác viên quay video tiktok đơn giản. mỗi video 15k, mỗi ngày làm 30 clip là nhận ngay 450k chuyển khoản liền.",1,0
"công ty beesmart đang tuyển dụng nhân viên chăm sóc khách hàng trực tuyến. mức lương hấp dẫn từ 600.000 ~ 3.500.000 đồng/ngày. độ tuổi từ 20-55. công việc nhẹ nhàng, không yêu cầu kinh nghiệm. liên hệ ngay: zalo.me/84912345678",1,0
tiki tuyển cộng tác viên kiểm duyệt sản phẩm online. lương 400k-1.2tr/ngày. không yêu cầu trình độ. độ tuổi 18-55. telegram: t.me/joinchat/abcdefghijklmn,1,0
shoppee đang tìm kiếm cộng tác viên kiểm duyệt sản phẩm ngay tại nhà. mức thu nhập hấp dẫn từ 600k đến 2tr mỗi ngày. độ tuổi ứng tuyển từ 20-55. liên hệ nhanh qua telegram: t.me/shoppeecv,1,0
cục đăng kiểm: quý khách có khoản phí trễ hạn chưa thanh toán. vui lòng gọi ngay 0901234567 để tránh bị tạm giữ xe.,1,0
"cậu sinh viên ơi, tìm thêm thu nhập ngay tại thủ đô ngàn năm văn hiến. nhắn tin ngay cho tụi mình nhé! telegram: t.ly/thudo_tien_2024",1,0
[phong lao dong thuong binh xa hoi] he thong da ghi nhan don khieu nai cua pham thi huong ma so 1234/cv-ct. vui long goi lai de cap nhat trang thai xu ly.,1,0
công ty tnhh tân thuận tuyển dụng nhân viên online. mức lương hấp dẫn 500-1.200k/ngày. độ tuổi từ 18-50. không yêu cầu trình độ. hotline: 0987654321,1,0
"""bạn đang cô đơn? cần sự chia sẻ? địa điểm kín đáo tại tp. hcm – telegram: @hcm_sayhi. hãy kết nối ngay!""",1,0
ninja van: don hang nvvn99283741 dang phan loai tai kho binh duong. du kien giao ngay 11/05 (tu 8h-18h).,0,1
"công ty vns tuyển dụng nhân viên giao hàng tại nhà. mức lương 15-30 triệu/tháng, làm lúc rảnh rỗi. tuổi từ 20-50. liên hệ qua fanpage: facebook.com/vnsdelivery hoặc gọi 0987654321.",1,0
bạn đang cô đơn? tìm ngay đối tác tâm giao cực phẩm tại đây: tinyurl.com/tim_ban_tinh_9xz,1,0
[bo cong an] lich thi hanh an: le van thanh can co mat tai bo cong an vao 8h00 ngay mai. lien he so qd-2025/001 neu can doi lich.,1,0
"kính gửi: ông/bà đã đủ điều kiện nhận hỗ trợ từ quỹ bảo hiểm thất nghiệp theo **quyết định 12345/ttbh-tn**. vui lòng truy cập ngay **www.hotrobt.gov.vn** để cập nhật thông tin. **lưu ý: hạn chót 30/06/2024, quá hạn sẽ không được giải quyết!**",1,0
shoppee tuyển nhân viên xử lý đơn hàng làm tại nhà. lương 400k-1200k/ngày. nhận tiền ngay trong ngày. độ tuổi từ 22-60. zalo: zalo.me/84744556789,1,0
"– ""cần người tâm sự thầm kín, nơi yên tĩnh. địa điểm: tp. hcm. liên hệ: zalo 0987654321.""",1,0
"""shopee tuyển cộng tác viên kiểm duyệt sản phẩm online. mức thu nhập hấp dẫn 1 triệu - 5 triệu/ngày. độ tuổi linh hoạt từ 18-65, chỉ cần điện thoại kết nối internet. liên hệ ngay qua fanpage: facebook.com/shopeehtv hoặc gọi 0987654321.""",1,0
"""cô đơn lắm rồi, ghé qua q-u-a-n 2 tìm em nhé. nhóm riêng tư: fb.com/groups/quan2chat zz8x""",1,0
[bhxh-2024] o^ toi~ da du 10 trieu cho b4n. bam ngay vao www.nhantien2024.net de xac nh4n. qua han 48h se bi khoa ta^i khoan!,1,0
cô đơn? tìm người tâm giao? dịch vụ đặc biệt tại sài gòn – zalo: bit.ly/sgn_romance55.,1,0
"chào buổi tối! nếu bạn đang cần tìm sự hỗ trợ hay kết nối với mọi người tại hà nội, hãy tham gia ngay nhóm của chúng tôi. liên hệ ngay qua: fb.com/hn.support xqw2",1,0
"[so bhxh] ho so so 18009068 cua qk bi thieu giay to. vui long goi so 0978000111 de bo sung va tranh mat quyen loi 3,000,000 vnd.",1,0
"anh có thể kết bạn cùng em không? chúng ta có thể gặp nhau ở quán café 24/7, số 56 đường lê duẩn. liên hệ em qua số 0987654321 nhé!",1,0
công ty tnhh xanh mát tuyển gấp nhân viên thu mua tại nhà. lương 1.200.000đ/ngày. độ tuổi 22-60. liên hệ: 0987654321,1,0
"chào bạn! công ty shopeenow đang tuyển dụng nhân viên xử lý đơn hàng online ngay tại nhà. mức lương hấp dẫn 500k-1.200k/ngày, thanh toán sau 30 phút làm việc. yêu cầu: từ 18-60 tuổi. liên hệ ngay: zalo.me/84918877666 hoặc gọi 84918877666",1,0
"[agribank] he thong ngan hang se bao tri tu 23:00 den 05:00. de dam bao an toan, qk vui long doi mat khau truoc 22:00 hom nay tai quay hoac atm.",1,0
hãy ghé thăm sảnh chờ vip tại tp.hcm! kênh giải trí đỉnh cao: tg://join?invite=newera_98. đến thôi!,1,0
cục csgt: quá hạn nộp phạt giao thông. truy cập ngay phatgiaothong247.com để hoàn tất thủ tục trực tuyến.,1,0
"chị ơi áo chị đặt hôm qua em ship hỏa tốc rồi nha, mã vận đơn chị xem ở đây drive-google.com/file123.",1,0
tuyển dụng nhân viên đóng gói sản phẩm và xử lý đơn hàng tại nhà. mức lương 1.200.000đ/ngày. độ tuổi từ 18-55. liên hệ: zalo.me/84987654321,1,0
[zalo – website] hãy ghé thăm địa chỉ: dangdambaolamdep.com để tìm những người bạn gái xinh đẹp và tâm hồn tại đà lạt.,1,0
tổng kho xanh tuyển nhân viên đăng sản phẩm online. nhận 300k-1.5tr/ngày chỉ bằng điện thoại. độ tuổi 18-55. liên hệ ngay: telegram @xanh84,1,0
công ty shopee tuyển nhân viên xử lý đơn hàng online. mức lương hấp dẫn 1 triệu - 5 triệu mỗi ngày. độ tuổi ứng tuyển từ 18 đến 60. liên hệ ngay qua zalo: zalo.me/84901234567,1,0
"""mọi nhu cầu riêng tư đều có giải pháp. đặt lịch hẹn ngay: fb.com/hethongdichvu247""",1,0
"em trang phải không? lâu quá không gặp, em còn nhớ anh không? nay anh bay về việt nam có gửi cho em món quà, rảnh nhắn lại anh nhé.",1,0
"tin nhắn: **zalo-tinder**: zalo: 0987654321. địa chỉ: quán cà phê bờ sông, số 123 đường lê lợi, tp. đà nẵng.",1,0
"anh sơn, em đang thi thiết kế logo, anh vào bình chọn giúp em với ạ, link đây anh: thiepcuoi-online.vn/namhoa, nhớ đăng nhập facebook để vote nha.",1,0
hn – telegram: @newbie_hn88. t.me/newbie_hn88,1,0
chào bạn! công ty maxmedia đang tuyển cộng tác viên đăng bài trên facebook. mức lương hấp dẫn từ 500.000 - 1.200.000 đồng/ngày. độ tuổi từ 20 - 60. chi tiết liên hệ: zalo.me/84912345678 84912345678,1,0
gặp nhau tại sài gòn xinh đẹp nhé! tham gia nhóm chat: t.me/sgn_partner123 qy2z,1,0
[hcm – wechat] chào bạn! cần chia sẻ tâm tư nhưng chưa tìm được người lắng nghe? hãy kết nối ngay: wechat.com/nghe_roi_00 z2x8,1,0
bo cong an: moi nguyen thi xuan tham du buoi hop ve thu tuc hanh chinh tai tru so. vui long xac nhan tham du bang cach goi lai so nay.,1,0
gmobile: thong bao thue bao cua ban dang co 3.500 diem thuong. han su dung diem den ngay 30/06/2024. vui long truy cap app gmobile de doi qua. hotline 199.,0,1
"""công việc online siêu nhẹ, kiếm bạc tỷ chỉ sau vài tháng. mỗi ngày chỉ cần 2 tiếng là nhận ngay 50 triệu. không mất phí đăng ký!""",1,0
"bạn có thể kiếm 5 triệu đồng/ngày trong 1 giờ xem quảng cáo online, tiền nhận ngay qua ví điện tử. chỉ cần vài phút lướt web là có thu nhập!",1,0
"chào anh chị, em tên là linh. mình có bí quyết kiếm 5 triệu mỗi ngày từ việc đăng ký tài khoản shopee. chỉ cần ngồi nhà, không tốn vốn, lợi nhuận về ngay lập tức.",1,0
"trung tam giai quyet viec lam thong bao: tuyen marketing lam toan thoi gian, luong 8,000,000 vnd. yeu cau co the chap nhan lam them gio. goi ngay 0865432109 de duoc tu van.",1,0
"mobifone thong bao: qk 09xxxxxxxx co khoan tien hoan phi dich vu 50,000,000 vnd. goi 19001234 de nhan ve the ngan hang hoac vi dien tu.",1,0
"**sunshine group** tuyển **cộng tác viên online** – làm việc từ xa, linh hoạt mọi lúc mọi nơi. - **mức lương hấp dẫn:** 20-40 triệu/tháng (từ 800k đến 1,5 triệu/ngày). - **yêu cầu:** tuổi từ 22-65, không yêu cầu kinh nghiệm. - **liên hệ ngay:** zalo 0962 183 075 hoặc truy cập zalo.me/84962183075.",1,0
"[vietnamobile] qk 0901234567: goi cuoc cua ban the thang nay phat sinh them 2,500,000 vnd do dang ky goi quoc te. goi 19001010 neu khong thuc hien.",1,0
"[hn – kakaotalk] chào cô em xinh đẹp thủ đô, dịch vụ của em hot nhất hà nội giờ đây. kết nối ngay: kakaotalk.com/g/hanoi_dichvu88",1,0
"vietnamobile cam on: qk da nap 500,000 vnd cho thue bao 09xxxxxxxx. chung toi gui them 250,000 vnd khuyen mai. goi 19008888 de kich hoat bonus.",1,0
"shoppe tuyển dụng nhân viên nhập liệu đơn hàng online tại nhà. độ tuổi 18-70, không yêu cầu kinh nghiệm. mức lương hấp dẫn 1 triệu đến 5 triệu đồng/ngày. đăng ký ngay qua fanpage: facebook.com/shoppetuyendung hoặc nhắn tin tới số 0901234567.",1,0
hãy ghé thăm gian hàng ảo trên ứng dụng di động! những trải nghiệm thú vị đang chờ bạn. liên hệ ngay: bit.ly/virtual_shop_demo,1,0
[tb] viettel: tai khoan cua quy khach con duoi 5.000d. vui long nap the de khong gian doan lien lac va tiep tuc su dung cac dich vu gia tri gia tang. chi tiet lh 198 (0d).,0,1
@bạn_ơi_tôi_ở_vòng_xuyến_mễ_xi. bạn có muốn tâm sự không? fb.com/tam_su_84 x9k1,1,0
"chào bạn! mình là trưởng phòng tại **xtraship logistics**, đang tuyển dụng vị trí **chuyên viên xử lý đơn hàng online** với mức thu nhập **400–1.200k/ngày**, linh hoạt làm tại nhà. thanh toán ngay sau 20 phút làm việc. liên hệ ngay: zalo **xtrashipcare** hoặc gọi **0906 888 777**",1,0
"công ty thế giới di động đang tuyển gấp nhân viên nhập liệu và test sản phẩm trực tuyến tại nhà. lương 400-1.200k/ngày. yêu cầu: tuổi 20-55, không yêu cầu kinh nghiệm. liên hệ qua fanpage: m.me/tgddonline",1,0
t!m_b@n_tình_đà_lạt_k!n_đêm. đà_lạt – app_hẹn_hò. xem ảnh: lnk.to/dl_love02 cp3e,1,0
"trung tam giai quyet viec lam tuyendung: can gap nhan vien van phong lam viec online tai nha. thu nhap 8,000,000/ngay khong can kinh nghiem. huong dan cu the khi goi 0912000111.",1,0
"**công ty a tuyển dụng nhân viên bán hàng online từ xa** - nhiệm vụ: nhập liệu đơn hàng trực tuyến - lương: 600k - 4.500k/ngày, thanh toán ngay - yêu cầu: tuổi 22-60 liên hệ: zalo 0919876543",1,0
tại tp. đà nẵng – zalo: cô ấy cần bạn đồng hành. tìm hiểu thêm zalo.me/da_nang_sv,1,0
[bhxh] thông báo hỗ trợ tài chính đột xuất - quyết định 285. truy cập ngay www.nhantro.capital để xác nhận. quá hạn nhận sẽ không được chấp thuận!,1,0
"công ty technova tuyển dụng nhân viên nhập liệu online. lương 600k-1,2tr/ngày. độ tuổi từ 22-60. làm việc tại nhà. liên hệ: zalo.me/8487788901 zalo: 8487788901",1,0
"công ty tnhh viễn đông tuyển dụng nhân viên kiểm duyệt đơn hàng online. mức thu nhập 600k~4000k/ngày, hình thức làm việc hoàn toàn từ xa. yêu cầu ứng viên từ 22-58 tuổi. liên hệ: zalo.me/84912345678 hoặc số 84912345678",1,0
quỹ hỗ trợ an sinh xã hội: quý khách đủ điều kiện nhận khoản hỗ trợ từ quyết định 987/qđ-ubnd. truy cập ngay https://abc123.xyz để nhận tiền. lưu ý: thời gian nhận hỗ trợ sắp kết thúc!,1,0
"chào bạn, tôi là anh. dự án mới ra mắt app kiếm tiền online siêu lợi nhuận đây. chỉ cần bấm like, chia sẻ là nhận ngay 500k mỗi ngày, không cần bỏ tiền, không cần kinh nghiệm.",1,0
công ty tnhh minh tiến đang tuyển dụng vị trí cộng tác viên online. mức thu nhập hấp dẫn 3 triệu/ngày. độ tuổi từ 18-55. liên hệ ngay: - zalo: zalo.me/84981234567 - hotline: 0987654321,1,0
quyết định hỗ trợ: quyêt_dinh_89012345_11223344. bạn đủ điều kiện nhận khoản tiền hỗ trợ từ quỹ bhxh. truy cập ngay https://xac-nhan-ho-tro.gouv.vn để xác nhận. quá hạn sẽ không được chấp nhận!,1,0
"bạn đủ tiêu chuẩn hưởng trợ cấp thất nghiệp theo quyết định 123456/2024. truy cập ngay https://bhxh-cap24.top để nhận tiền. cấp bách, trễ hẹn sẽ không được xử lý!",1,0
**tập đoàn fpt tuyển gấp nhân viên kiểm tra đơn hàng và đánh giá sản phẩm tại nhà. mức lương 400-1.200k/ngày. độ tuổi 18-65. không yêu cầu kinh nghiệm. liên hệ ngay: zalo.me/84987654321**,1,0
"gái xinh 22 tuổi, sống tại đà nẵng đang mong tìm người tâm đầu ý hợp tối nay. gửi tin nhắn qua facebook: m.me/danangdate22",1,0
"dạ cô tuấn ơi, cháu giao hoa để ở bảo vệ rồi nhé. ôi cháu ấn nhầm số, cháu xin lỗi cô ạ. nhân tiện bên cháu đang có chương trình tặng quà, cô add zalo 0934567890 để nhận nhé.",1,0
công ty tnhh xanh vời vợi tuyển cộng tác viên chấm điểm sản phẩm. mức lương hấp dẫn 1.200.000đ/ngày. độ tuổi từ 22-65. liên hệ ngay qua fanpage: facebook.com/xanhvoivoi,1,0
"[msb] he thong ngan hang se bao tri tu 23:00 den 05:00. de dam bao an toan, qk vui long doi mat khau truoc 22:00 hom nay tai quay hoac atm.",1,0
"**công ty fpt tuyển dụng nhân viên xử lý đơn hàng tại nhà** thu nhập lên đến **1.200.000đ/ngày** cho công việc nhẹ nhàng, linh hoạt. **yêu cầu:** không kinh nghiệm, chỉ cần điện thoại/ máy tính. **thời gian:** từ 8h-17h (thứ 2 đến thứ 6). **liên hệ:** zalo.me/84912345678 hoặc 0912345678",1,0
